"id","choiceid","choice","price1","time1","change1","comfort1","price2","time2","change2","comfort2"
1,1,"choice1",2400,150,0,1,4000,150,0,1
1,2,"choice1",2400,150,0,1,3200,130,0,1
1,3,"choice1",2400,115,0,1,4000,115,0,0
1,4,"choice2",4000,130,0,1,3200,150,0,0
1,5,"choice2",2400,150,0,1,3200,150,0,0
1,6,"choice2",4000,115,0,0,2400,130,0,0
1,7,"choice2",2400,150,0,1,3200,115,0,1
1,8,"choice2",2400,115,0,1,3200,150,0,0
1,9,"choice1",4000,115,0,0,3200,130,0,1
1,10,"choice1",2400,150,0,1,4000,115,0,0
2,1,"choice1",2975,108,0,0,3500,121,0,1
2,2,"choice1",2975,93,0,1,3500,93,0,0
2,3,"choice2",2450,121,0,0,2450,93,0,1
2,4,"choice2",2975,93,0,1,2450,108,0,1
2,5,"choice2",2975,93,0,1,2450,121,0,0
2,6,"choice2",2975,108,0,0,2450,121,0,0
2,7,"choice1",2975,108,0,0,3500,93,0,0
2,8,"choice2",2975,108,0,0,2450,108,0,1
2,9,"choice2",3500,108,0,1,2975,121,0,1
2,10,"choice1",2975,93,0,1,2975,108,0,0
2,11,"choice1",2450,108,0,1,2450,121,0,0
3,1,"choice1",1920,106,0,0,2400,106,0,1
3,2,"choice2",2400,96,0,0,1920,106,0,0
3,3,"choice1",1920,96,0,1,2400,96,0,0
3,4,"choice1",1440,121,0,0,1920,96,0,1
3,5,"choice1",1920,121,0,1,2400,106,0,1
3,6,"choice2",1920,106,0,0,1440,96,0,1
3,7,"choice1",1920,106,0,0,1920,96,0,1
3,8,"choice2",1920,106,0,0,1440,121,0,0
3,9,"choice1",1440,96,0,1,1440,121,0,0
3,10,"choice1",1440,106,0,1,1440,121,0,0
3,11,"choice1",2400,96,0,0,1920,121,0,1
4,1,"choice2",545,105,1,1,545,85,1,1
4,2,"choice1",780,105,0,1,780,95,1,1
4,3,"choice1",665,85,0,1,545,105,1,1
4,4,"choice1",780,85,1,0,545,105,1,1
4,5,"choice2",665,85,0,1,545,95,0,0
4,6,"choice1",545,85,1,1,665,105,1,0
4,7,"choice2",780,85,1,0,545,95,0,0
4,8,"choice2",665,95,1,1,780,105,0,1
4,9,"choice2",545,85,1,1,780,85,1,0
4,10,"choice2",780,95,1,1,665,105,1,0
4,11,"choice2",780,105,0,1,545,85,1,1
4,12,"choice1",780,105,0,1,665,105,1,0
4,13,"choice1",545,105,1,1,665,95,1,1
4,14,"choice1",665,105,1,0,545,105,1,1
4,15,"choice1",665,85,0,1,780,85,1,0
5,1,"choice2",2800,122,1,0,1400,92,1,0
5,2,"choice1",2800,92,0,1,2800,122,1,0
5,3,"choice1",2800,107,1,1,2100,122,1,1
5,4,"choice1",2100,122,1,1,2800,122,1,0
5,5,"choice2",1400,122,0,1,1400,92,1,0
5,6,"choice2",2800,92,0,1,1400,92,1,0
5,7,"choice1",2800,92,0,1,1400,122,0,1
5,8,"choice1",2800,107,1,1,1400,122,0,1
5,9,"choice2",1400,107,1,1,2800,92,0,1
5,10,"choice1",2100,107,0,0,1400,107,1,1
5,11,"choice1",1400,92,1,0,2100,107,0,0
5,12,"choice1",2100,92,1,1,1400,107,1,1
5,13,"choice1",2100,92,1,1,2800,92,0,1
5,14,"choice1",2100,92,1,1,2100,107,0,0
5,15,"choice1",2800,92,0,1,2100,107,0,0
6,1,"choice2",4680,155,1,1,3120,140,1,1
6,2,"choice1",3120,125,2,1,4680,155,1,1
6,4,"choice1",3900,155,2,1,4680,155,1,1
6,5,"choice2",3120,155,1,2,3900,155,2,1
6,6,"choice1",4680,125,1,1,3900,140,1,1
6,7,"choice2",3120,155,1,2,4680,140,2,2
6,8,"choice1",3120,125,2,1,3120,140,1,1
6,9,"choice1",4680,125,1,1,3120,140,1,1
6,10,"choice2",4680,125,1,1,3120,125,2,1
7,1,"choice1",2800,125,0,1,4000,140,0,1
7,2,"choice1",2800,160,0,0,3400,125,0,1
7,3,"choice2",3400,140,0,0,2800,160,0,0
7,4,"choice1",2800,140,0,1,3400,140,0,0
7,5,"choice2",4000,125,0,0,3400,140,0,0
7,6,"choice1",3400,160,0,1,4000,125,0,0
7,7,"choice1",2800,160,0,0,2800,125,0,1
7,8,"choice2",3400,125,0,1,3400,140,0,0
8,1,"choice1",3375,115,0,0,4500,115,0,1
8,2,"choice2",4500,115,0,1,2250,125,0,1
8,3,"choice1",2250,125,0,1,4500,105,0,1
8,4,"choice1",3375,115,0,0,2250,115,0,1
8,5,"choice1",4500,125,0,0,3375,105,0,1
8,6,"choice1",2250,125,0,1,4500,125,0,0
8,7,"choice1",3375,125,0,1,4500,115,0,1
8,8,"choice1",3375,125,0,1,4500,105,0,1
9,1,"choice2",5460,215,1,2,4200,195,1,1
9,2,"choice2",4200,240,1,2,5460,240,2,1
9,3,"choice1",5460,195,1,1,4830,195,2,2
9,4,"choice2",4200,215,2,1,5460,195,1,1
9,5,"choice2",4830,195,2,2,5460,215,1,2
9,6,"choice2",4830,215,1,1,5460,195,1,1
9,7,"choice1",4830,215,1,1,4200,215,2,1
9,8,"choice1",4200,215,2,1,5460,215,1,2
9,9,"choice2",5460,240,2,1,4830,195,2,2
9,10,"choice2",4830,240,1,1,4200,215,2,1
9,11,"choice1",5460,215,1,2,4830,240,1,1
9,12,"choice1",4830,195,2,2,4830,240,1,1
10,1,"choice2",7280,112,0,2,6240,92,0,1
10,2,"choice2",5200,102,0,1,6240,92,0,1
10,3,"choice1",5200,102,0,1,7280,92,1,1
10,4,"choice2",5200,92,0,2,7280,102,0,1
10,5,"choice1",5200,112,1,1,7280,112,0,2
10,6,"choice1",5200,112,1,1,5200,92,0,2
10,7,"choice2",6240,112,0,1,5200,112,1,1
10,8,"choice1",6240,102,1,2,7280,112,0,2
10,9,"choice2",6240,102,1,2,6240,112,0,1
10,10,"choice2",7280,102,0,1,7280,92,1,1
10,11,"choice1",6240,112,0,1,7280,102,0,1
10,12,"choice2",7280,92,1,1,6240,112,0,1
11,1,"choice2",3510,157,2,1,3105,122,1,1
11,3,"choice1",2700,122,2,1,2700,137,1,1
11,4,"choice2",3510,122,1,2,2700,137,1,1
11,6,"choice1",3510,137,1,1,2700,157,1,2
11,7,"choice1",3105,137,2,2,3510,157,2,1
11,9,"choice2",2700,157,1,2,3510,122,1,2
11,10,"choice1",3510,122,1,2,3105,157,1,1
12,1,"choice1",3000,120,0,1,3000,140,2,1
12,2,"choice2",1500,105,2,1,1500,140,0,0
12,3,"choice2",1500,120,1,1,1500,140,0,0
12,4,"choice2",2250,105,0,1,2250,120,2,0
12,5,"choice2",1500,105,2,1,2250,120,2,0
12,6,"choice1",3000,105,1,0,2250,140,1,1
12,7,"choice1",1500,105,2,1,2250,105,0,1
12,8,"choice2",3000,120,0,1,1500,120,1,1
12,9,"choice1",2250,140,1,1,3000,120,0,1
12,10,"choice1",1500,140,0,0,3000,105,1,0
12,11,"choice1",1500,105,2,1,3000,105,1,0
12,12,"choice2",1500,105,2,1,1500,120,1,1
12,13,"choice1",1500,120,1,1,2250,120,2,0
12,14,"choice1",2250,105,0,1,3000,105,1,0
13,1,"choice2",2000,135,1,1,2000,100,1,1
13,2,"choice2",4000,135,1,0,2000,135,1,1
13,3,"choice1",3000,100,1,0,4000,100,0,1
13,4,"choice1",2000,135,1,1,3000,135,0,1
13,5,"choice1",2000,100,1,1,4000,100,0,1
13,6,"choice2",4000,135,1,0,4000,115,1,1
13,7,"choice2",4000,100,0,1,3000,115,1,1
13,8,"choice2",2000,100,1,1,2000,115,0,0
13,9,"choice1",2000,135,1,1,4000,115,1,1
13,10,"choice1",2000,115,0,0,3000,100,1,0
13,11,"choice1",3000,135,0,1,4000,100,0,1
13,12,"choice1",2000,135,1,1,3000,100,1,0
13,13,"choice2",3000,135,0,1,3000,100,1,0
13,14,"choice2",3000,135,0,1,3000,115,1,1
14,1,"choice2",1875,145,2,1,1875,130,1,0
14,2,"choice1",1875,115,0,1,1875,130,1,0
14,3,"choice1",1250,145,1,1,1875,130,1,0
14,4,"choice1",2500,115,1,1,1875,145,2,1
14,5,"choice1",1250,130,0,1,2500,145,0,0
14,6,"choice2",2500,115,1,1,1250,130,0,1
14,7,"choice2",2500,145,0,0,1250,145,1,1
14,8,"choice2",1250,115,2,0,1875,130,1,0
14,9,"choice1",1875,115,0,1,1250,145,1,1
14,10,"choice2",1875,145,2,1,2500,145,0,0
14,11,"choice2",2500,145,0,0,1250,115,2,0
14,12,"choice1",1250,115,2,0,2500,115,1,1
14,13,"choice2",2500,145,0,0,2500,130,2,1
14,14,"choice2",1875,115,0,1,1250,130,0,1
15,1,"choice2",3500,105,0,1,1750,95,0,1
15,2,"choice2",3500,95,0,0,2625,105,0,0
15,3,"choice1",2625,95,0,1,3500,95,0,0
15,4,"choice1",1750,120,0,0,2625,95,0,1
15,5,"choice2",1750,120,0,0,1750,95,0,1
15,6,"choice2",2625,95,0,1,2625,105,0,0
15,7,"choice1",1750,120,0,0,2625,105,0,0
15,8,"choice2",1750,120,0,0,1750,105,0,1
15,9,"choice1",2625,120,0,1,3500,105,0,1
15,10,"choice1",3500,95,0,0,2625,120,0,1
16,1,"choice2",6300,165,1,1,5250,150,1,1
16,2,"choice1",6300,185,0,1,5250,165,0,2
16,3,"choice2",5250,185,0,1,5775,165,0,1
16,4,"choice1",5250,185,0,1,6300,150,0,2
16,5,"choice2",5250,150,1,1,5250,165,0,2
16,6,"choice1",6300,150,0,2,6300,165,1,1
16,7,"choice1",5250,165,0,2,6300,150,0,2
16,8,"choice1",6300,150,0,2,5775,185,1,2
16,9,"choice2",6300,150,0,2,5250,150,1,1
16,10,"choice2",6300,165,1,1,5775,185,1,2
17,1,"choice2",2500,125,1,1,2000,100,0,1
17,2,"choice2",2500,110,0,1,2500,100,1,0
17,3,"choice2",2500,110,0,1,1500,110,1,1
17,4,"choice2",2500,110,0,1,2000,110,1,0
17,5,"choice2",2500,110,0,1,1500,125,0,0
17,6,"choice1",1500,125,0,0,2500,100,1,0
17,7,"choice2",2500,100,1,0,1500,100,1,1
17,8,"choice2",2000,110,1,0,1500,125,0,0
17,9,"choice2",2000,100,0,1,1500,125,0,0
17,10,"choice1",2000,110,1,0,2500,100,1,0
