"year","ahe","sex"
1992,12.9991178512573,"male"
1992,11.6179618835449,"male"
1992,17.3772926330566,"male"
1992,10.0612659454346,"female"
1992,16.7566757202148,"male"
1992,9.21617126464844,"female"
1992,15.9587373733521,"female"
1992,27.3692359924316,"male"
1992,10.6391582489014,"male"
1992,6.98194789886475,"male"
1992,5.9206919670105,"female"
1992,14.0922203063965,"female"
1992,14.4938087463379,"male"
1992,16.9182262420654,"female"
1992,20.2197227478027,"male"
1992,9.79621028900146,"male"
1992,12.5116510391235,"female"
1992,16.7510890960693,"male"
1992,17.8737869262695,"male"
1992,15.6395635604858,"male"
1992,19.8597640991211,"female"
1992,7.26122617721558,"female"
1992,14.5484313964844,"female"
1992,15.8878107070923,"female"
1992,16.5970878601074,"male"
1992,26.0806465148926,"male"
1992,20.9768753051758,"male"
1992,26.8106803894043,"male"
1992,43.1949844360352,"male"
1992,21.7836780548096,"female"
1992,22.3422355651855,"male"
1992,14.2343082427979,"male"
1992,19.5494556427002,"female"
1992,20.9768753051758,"male"
1992,26.252124786377,"female"
1992,8.37833786010742,"male"
1992,25.1350116729736,"male"
1992,10.2215719223022,"male"
1992,20.1080093383789,"male"
1992,37.4232444763184,"male"
1992,13.9638957977295,"male"
1992,18.4323425292969,"male"
1992,7.81978178024292,"female"
1992,11.1711177825928,"female"
1992,20.6665668487549,"male"
1992,20.1080093383789,"male"
1992,18.5904140472412,"male"
1992,16.5970878601074,"female"
1992,12.2882289886475,"male"
1992,5.57662153244019,"male"
1992,10.1657161712646,"male"
1992,16.5933284759521,"male"
1992,12.2882289886475,"male"
1992,8.5645227432251,"male"
1992,12.8467845916748,"female"
1992,13.901834487915,"female"
1992,21.845739364624,"male"
1992,14.2990293502808,"male"
1992,8.37833786010742,"female"
1992,13.9638957977295,"female"
1992,41.8916893005371,"male"
1992,5.58555889129639,"female"
1992,16.0119342803955,"male"
1992,19.5494556427002,"male"
1992,18.9908981323242,"male"
1992,19.5494556427002,"male"
1992,15.0810079574585,"female"
1992,15.6395635604858,"female"
1992,9.30926418304443,"male"
1992,7.81978178024292,"male"
1992,16.5829029083252,"male"
1992,22.3422355651855,"female"
1992,12.0648059844971,"male"
1992,18.9908981323242,"female"
1992,21.8953876495361,"male"
1992,30.999849319458,"male"
1992,27.927791595459,"female"
1992,13.4053401947021,"female"
1992,8.13257312774658,"female"
1992,9.83058261871338,"male"
1992,15.742338180542,"male"
1992,33.5133514404297,"male"
1992,10.9680051803589,"female"
1992,16.5332527160645,"male"
1992,10.4263753890991,"male"
1992,14.8709907531738,"female"
1992,12.8467845916748,"female"
1992,13.9638957977295,"female"
1992,29.789644241333,"male"
1992,4.14927196502686,"male"
1992,16.7566757202148,"male"
1992,24.0179004669189,"female"
1992,8.93689346313477,"male"
1992,17.4269428253174,"male"
1992,34.7545852661133,"male"
1992,18.4323425292969,"female"
1992,28.1512145996094,"male"
1992,17.8737869262695,"female"
1992,11.1711177825928,"female"
1992,18.7674770355225,"male"
1992,18.8667755126953,"male"
1992,30.7826328277588,"male"
1992,16.7566757202148,"female"
1992,17.8737869262695,"male"
1992,48.0358009338379,"male"
1992,13.9638957977295,"female"
1992,12.9088459014893,"female"
1992,12.2882289886475,"male"
1992,16.7566757202148,"male"
1992,17.8737869262695,"female"
1992,17.3772926330566,"female"
1992,27.927791595459,"female"
1992,17.8737869262695,"male"
1992,13.4053401947021,"female"
1992,29.0449047088623,"male"
1992,12.4123516082764,"female"
1992,13.4053401947021,"female"
1992,17.8737869262695,"male"
1992,16.2488975524902,"male"
1992,13.9638957977295,"male"
1992,16.7566757202148,"female"
1992,14.0227308273315,"male"
1992,13.7777109146118,"female"
1992,20.1080093383789,"male"
1992,11.9690532684326,"female"
1992,5.59404850006104,"female"
1992,14.8948221206665,"female"
1992,11.6179618835449,"female"
1992,29.0449047088623,"male"
1992,25.1350116729736,"male"
1992,8.93689346313477,"male"
1992,27.927791595459,"male"
1992,15.0810079574585,"female"
1992,13.4053401947021,"female"
1992,22.3422355651855,"male"
1992,18.7674770355225,"female"
1992,15.8426752090454,"male"
1992,12.4123516082764,"male"
1992,15.0810079574585,"female"
1992,10.0106163024902,"male"
1992,41.8916893005371,"male"
1992,13.1819181442261,"female"
1992,20.6665668487549,"male"
1992,17.3772926330566,"female"
1992,17.3021926879883,"female"
1992,11.6179618835449,"male"
1992,11.1711177825928,"female"
1992,11.7363748550415,"female"
1992,19.4935989379883,"male"
1992,12.5675058364868,"female"
1992,16.7566757202148,"female"
1992,14.5224523544312,"female"
1992,16.5332527160645,"male"
1992,13.4053401947021,"male"
1992,21.2251205444336,"male"
1992,6.8340950012207,"male"
1992,13.9638957977295,"female"
1992,18.4323425292969,"female"
1992,40.2160186767578,"male"
1992,22.3422355651855,"male"
1992,29.2480163574219,"male"
1992,17.3152313232422,"male"
1992,22.9007892608643,"male"
1992,23.4593467712402,"male"
1992,21.2783164978027,"female"
1992,19.6214466094971,"female"
1992,10.724271774292,"male"
1992,23.4593467712402,"female"
1992,8.37833786010742,"male"
1992,16.7566757202148,"male"
1992,12.5675058364868,"female"
1992,19.5494556427002,"male"
1992,14.0436906814575,"male"
1992,11.1711177825928,"female"
1992,14.3688488006592,"female"
1992,11.7296733856201,"male"
1992,13.9638957977295,"female"
1992,17.3772926330566,"male"
1992,12.5116510391235,"female"
1992,21.7836780548096,"female"
1992,19.5494556427002,"female"
1992,14.7458744049072,"male"
1992,14.6240081787109,"male"
1992,16.7566757202148,"female"
1992,16.7566757202148,"female"
1992,11.4309101104736,"male"
1992,13.6846179962158,"female"
1992,13.0329694747925,"female"
1992,17.6159915924072,"male"
1992,24.0179004669189,"male"
1992,9.88214206695557,"male"
1992,13.4053401947021,"male"
1992,21.2251205444336,"male"
1992,29.0449047088623,"female"
1992,16.7566757202148,"female"
1992,14.5224523544312,"male"
1992,9.57524299621582,"male"
1992,16.7566757202148,"male"
1992,16.7566757202148,"female"
1992,17.8737869262695,"female"
1992,20.1080093383789,"female"
1992,12.5116510391235,"male"
1992,22.3422355651855,"male"
1992,28.6539154052734,"male"
1992,18.7674770355225,"female"
1992,16.7566757202148,"male"
1992,25.1350116729736,"female"
1992,11.841383934021,"female"
1992,20.6665668487549,"male"
1992,27.3692359924316,"male"
1992,10.5831632614136,"female"
1992,23.618932723999,"female"
1992,15.6395635604858,"female"
1992,11.1711177825928,"female"
1992,15.3913164138794,"female"
1992,15.6395635604858,"male"
1992,24.2897319793701,"female"
1992,22.3422355651855,"male"
1992,17.8737869262695,"male"
1992,7.14951467514038,"male"
1992,13.9638957977295,"male"
1992,15.9587373733521,"female"
1992,17.0888290405273,"male"
1992,11.1711177825928,"male"
1992,20.4271869659424,"female"
1992,15.6395635604858,"female"
1992,9.92988204956055,"female"
1992,11.1711177825928,"male"
1992,15.7326564788818,"female"
1992,16.7566757202148,"male"
1992,36.3061294555664,"female"
1992,27.2575244903564,"male"
1992,23.4593467712402,"female"
1992,9.47310638427734,"male"
1992,27.3071746826172,"female"
1992,11.6179618835449,"male"
1992,17.8737869262695,"female"
1992,18.3206310272217,"female"
1992,14.5224523544312,"female"
1992,16.1981182098389,"female"
1992,9.7747278213501,"female"
1992,27.927791595459,"male"
1992,21.2251205444336,"male"
1992,22.3422355651855,"female"
1992,23.2359237670898,"male"
1992,22.3422355651855,"female"
1992,15.0810079574585,"male"
1992,12.8467845916748,"female"
1992,3.69987392425537,"female"
1992,17.8737869262695,"male"
1992,17.3152313232422,"female"
1992,10.1911945343018,"female"
1992,15.6842479705811,"female"
1992,28.7257289886475,"female"
1992,14.5224523544312,"male"
1992,12.1020431518555,"male"
1992,14.6820392608643,"female"
1992,16.1981182098389,"male"
1992,16.7566757202148,"male"
1992,11.4193639755249,"male"
1992,38.5289535522461,"male"
1992,16.1981182098389,"male"
1992,15.0810079574585,"female"
1992,20.1080093383789,"female"
1992,21.2251205444336,"female"
1992,25.51438331604,"male"
1992,18.7255840301514,"female"
1992,8.18222236633301,"female"
1992,14.5224523544312,"female"
1992,24.0179004669189,"male"
1992,13.9750671386719,"male"
1992,22.9007892608643,"male"
1992,13.9638957977295,"female"
1992,25.1350116729736,"male"
1992,15.6395635604858,"male"
1992,22.3422355651855,"male"
1992,8.65761566162109,"male"
1992,24.2040863037109,"male"
1992,25.8176918029785,"female"
1992,9.29436874389648,"male"
1992,14.7458744049072,"female"
1992,10.0540046691895,"female"
1992,16.930944442749,"male"
1992,18.0307865142822,"male"
1992,18.6862316131592,"male"
1992,19.8597640991211,"male"
1992,13.9080410003662,"female"
1992,17.3152313232422,"male"
1992,18.4323425292969,"female"
1992,11.6179618835449,"male"
1992,21.2251205444336,"male"
1992,8.13257312774658,"female"
1992,13.9638957977295,"female"
1992,13.4053401947021,"female"
1992,19.5494556427002,"male"
1992,14.7447566986084,"male"
1992,11.1711177825928,"male"
1992,12.1286420822144,"male"
1992,8.06802940368652,"male"
1992,19.7356395721436,"male"
1992,28.2217693328857,"male"
1992,13.6846179962158,"female"
1992,13.7404737472534,"female"
1992,20.4271869659424,"male"
1992,17.8737869262695,"male"
1992,15.9587373733521,"male"
1992,12.5116510391235,"male"
1992,15.0810079574585,"male"
1992,11.490291595459,"male"
1992,28.4355697631836,"male"
1992,9.49544906616211,"male"
1992,15.6395635604858,"male"
1992,10.9992542266846,"male"
1992,15.5876045227051,"female"
1992,19.437744140625,"female"
1992,16.3843040466309,"male"
1992,24.5764579772949,"male"
1992,13.9638957977295,"female"
1992,11.1711177825928,"female"
1992,18.4323425292969,"male"
1992,33.5133514404297,"male"
1992,18.9908981323242,"male"
1992,25.5920124053955,"male"
1992,11.1711177825928,"female"
1992,17.3152313232422,"male"
1992,17.3152313232422,"male"
1992,14.5224523544312,"female"
1992,15.233341217041,"female"
1992,27.927791595459,"male"
1992,31.18603515625,"male"
1992,13.9638957977295,"female"
1992,13.7777109146118,"male"
1992,12.0304336547852,"female"
1992,8.93689346313477,"female"
1992,24.6940479278564,"female"
1992,16.7566757202148,"female"
1992,15.0810079574585,"female"
1992,24.0179004669189,"female"
1992,14.6487340927124,"female"
1992,22.3422355651855,"male"
1992,22.3422355651855,"male"
1992,16.7566757202148,"female"
1992,19.5494556427002,"male"
1992,16.5970878601074,"female"
